timestamp,vibration_velocity,acceleration,temperature,humidity,pressure,wind_speed,precipitation
2025-09-09 19:05:35.607363,0.6381292770079715,1.5545753464504262,3.434802805162822,82.86639586086875,1013.2386411886379,4.417268272068763,0.0
2025-09-09 19:10:35.607363,0.5436013938750839,1.262725684599562,6.416444448422479,70.95288772215869,1013.2003828043656,5.401802240060307,0.0
2025-09-09 19:15:35.607363,0.6682456109270182,0.31593869064999536,9.178943626643456,68.41463529986076,1013.1078902227937,5.076746649013555,0.0
2025-09-09 19:20:35.607363,0.9265243562478025,1.5655264845478045,3.0055873767575525,80.40556955516526,1013.1347678017086,6.3875885248224,0.0
2025-09-09 19:25:35.607363,0.8655494446772625,0.30921154232848846,4.358535003787497,81.38011300986874,1013.1534785117211,4.377301717920332,0.0
2025-09-09 19:30:35.607363,0.5783388536467629,0.890975731500329,5.522651566112987,72.54871918492167,1013.1923209730888,4.681891218964687,0.0
2025-09-09 19:35:35.607363,0.8992881636281621,2.2978157538152315,6.658363810253529,80.1122143141912,1013.0895957843384,6.58675023606335,0.0
2025-09-09 19:40:35.607363,0.8034845235351051,0.7312804266681645,3.997292324743456,65.82506226921079,1012.9294776644572,4.420434763145782,0.0
2025-09-09 19:45:35.607363,0.4713153605383198,0.28981151806168864,-0.5141381104075595,87.07014335037672,1012.9920367947078,5.765932819402362,0.0
2025-09-09 19:50:35.607363,0.886554948888662,1.7118473141194228,7.910526184295746,66.43657293346809,1013.1405009808955,4.530632690405579,0.0
2025-09-09 19:55:35.607363,0.5421817638392619,0.041871888154069836,6.758052167968951,79.22427833108654,1013.0378656186565,4.514542547702659,0.0
2025-09-09 20:00:35.607363,0.5378253581744107,0.49036052231909644,1.8006842408940558,80.50919603281164,1013.1968097470127,6.331318768148085,0.0
2025-09-09 20:05:35.607363,0.714194443897959,1.3695122346378148,4.1256041535502055,72.94706710962768,1013.2252008528864,3.9019865581259356,0.0
2025-09-09 20:10:35.607363,0.2993179605929207,0.1318340170446795,8.535866315195365,73.01040599231511,1013.2244945624312,4.386408566093064,0.0
2025-09-09 20:15:35.607363,0.2526763720742419,0.261029564505877,8.358423329433464,74.42830674188606,1013.1847396927766,4.109061178134678,0.0
